ITEM_NUM,UCC,CONFIG,UOM,DESCR,REPACK,CONV_FACTOR,HEIGHT,WIDTH,LEN,MIN WGT,MAX WGT,TARE WGT
70052CYR,90027182532610,IBP,CS,TEX ANGUS NR BNLS BF STR FRY D,4KR,1,4.7,19.705,23.874,5.6,8.63,5
70052CYR,90027182532610,IBP,PAL,TEX ANGUS NR BNLS BF STR FRY D,,32,76,40,48,204.16,276.16,0
70056DYP,90027182548949,IBP,CS,BF BOTTOM ROUND FOR STIR FRY,4WAL,1,4.7,19.705,23.874,4.5,7.5,5.1
70056DYP,90027182548949,IBP,PAL,BF BOTTOM ROUND FOR STIR FRY,,64,76,40,48,288,480,0
70057CYR,00404048009146,IBP,CS,BNLS BF FOR STFY,4KR,1,4.953,19.705,23.874,4.8,8.5,5.2
70057CYR,00404048009146,IBP,PAL,BNLS BF FOR STFY,,32,76,40,48,153.6,230.4,0
70061CYR,90011110620098,IBP,CS,BNLS BF CRNE 70061CYR,4KR,1,4.953,19.705,23.874,3,12,5
70061CYR,90011110620098,IBP,PAL,BNLS BF CRNE 70061CYR,,32,76,40,48,192,384,0
70061HYR,10011110645538,IBP,CS,BNLS BF CARNE PICADA FP,4KR,1,4.7,19.705,23.874,1.5,11.5,5.1
70061HYR,10011110645538,IBP,PAL,BNLS BF CARNE PICADA FP,,32,76,40,48,25,368,0
70061NZR,90011110620104,IBP,CS,***S BF CARNE PICADA FP,6KR,1,6.703,19.705,23.874,11.9,16.8,5.9
70061NZR,90011110620104,IBP,PAL,***S BF CARNE PICADA FP,,24,76,40,48,285.6,403.2,0
70093MYP,90027182548093,IBP,CS,PECTORAL STEAK,4WAL,1,4.953,19.705,23.874,1.05,9.19,5
70093MYP,90027182548093,IBP,PAL,PECTORAL STEAK,,64,76,40,48,363,491.4,0
701317YR,00404048006312,IBP,CS,NOLAN RYAN GB 93/07 (4LB),4KR,1,4.7,19.705,23.874,14.4,16,5
701317YR,00404048006312,IBP,PAL,NOLAN RYAN GB 93/07 (4LB),,32,76,40,48,460.8,512,0
71043AYP,90027182548994,IBP,CS,CHUCK EYE STEAK,4WAL,1,4.953,19.705,23.874,3.6,10.28,4.9
71043AYP,90027182548994,IBP,PAL,CHUCK EYE STEAK,,64,76,40,48,391.68,529.92,0
71073CYP,90027182546013,IBP,CS,COUNTRY STYLE RIBS LARGE,4WAL,1,4.953,19.705,23.874,4,8,4.9
71073CYP,90027182546013,IBP,PAL,COUNTRY STYLE RIBS LARGE,,64,76,40,48,326.4,448,0
71083HYP,90027182548161,IBP,CS,CARNE PICADA LARGE,4WAL,1,4.953,19.705,23.874,7,11,5
71083HYP,90027182548161,IBP,PAL,CARNE PICADA LARGE,,64,76,40,48,448,576,0
71093IYP,90027182546068,IBP,CS,CHUCK SHAVED STEAK,4WAL,1,4.953,19.705,23.874,3.75,6.8,5.1
71093IYP,90027182546068,IBP,PAL,CHUCK SHAVED STEAK,,64,76,40,48,240,400,0
71103MYP,90027182548178,IBP,CS,SHOULDER STEAK THIN,4WAL,1,4.953,19.705,23.874,2,16,5.1
71103MYP,90027182548178,IBP,PAL,SHOULDER STEAK THIN,,64,76,40,48,320,812,0
71107HZR,90011110628827,IBP,CS,BNLS BF CHUCK ARM THIN CUT STK,6KR,1,6.703,19.705,23.874,4.08,15,6.1
71107HZR,90011110628827,IBP,PAL,BNLS BF CHUCK ARM THIN CUT STK,,24,76,40,48,265.92,360,0
71122HYR,90810663007130,IBP,CS,TEX ANGUS NR BNLS CHK STK THIN,4KR,1,4.7,19.705,23.874,7.65,10.35,5.1
71122HYR,90810663007130,IBP,PAL,TEX ANGUS NR BNLS CHK STK THIN,,32,76,40,48,244.8,331.2,0
71122NYR,90027182532627,IBP,CS,TEX ANGUS NR BNLS CHK STK THIN,6KR,1,4.7,19.705,23.874,2.54,11.56,4.9
71122NYR,90027182532627,IBP,PAL,TEX ANGUS NR BNLS CHK STK THIN,,32,76,40,48,273.28,369.92,0
71123IYP,90027182548185,IBP,CS,CHUCK CARNE ASADA LG,4WAL,1,4.953,19.705,23.874,1.83,12.25,5.1
71123IYP,90027182548185,IBP,PAL,CHUCK CARNE ASADA LG,,64,76,40,48,437.12,592,0
71127HYR,20011110645016,IBP,CS,BNLS BF CHUCK STK THIN CUT,4KR,1,4.7,19.705,23.874,7.65,10.35,5.1
71127HYR,20011110645016,IBP,PAL,BNLS BF CHUCK STK THIN CUT,,32,76,40,48,244.8,331.2,0
71127NYR,90027182532788,IBP,CS,BNLS BF CHUCK STK THIN CUT,4KR,1,4.7,19.705,23.874,4.54,11.56,4.9
71127NYR,90027182532788,IBP,PAL,BNLS BF CHUCK STK THIN CUT,,32,76,40,48,273.28,369.92,0
71127NZR,00404048051749,IBP,CS,***F CHUCK STEAKS THIN CUT,6KR,1,6.703,19.705,23.874,11.39,15.41,5.9
71127NZR,00404048051749,IBP,PAL,***F CHUCK STEAKS THIN CUT,,24,76,40,48,273.36,369.84,0
71202CYR,90027182532634,IBP,CS,TX ANG NR BNLS CTRY RIBS DROP,4KR,1,4.7,19.705,23.874,7.09,10.95,5.1
71202CYR,90027182532634,IBP,PAL,TX ANG NR BNLS CTRY RIBS DROP,,32,76,40,48,258.88,350.4,0
71207CYR,90027182532795,IBP,CS,BNLS BEEF CTRY STL RIBS DROP,4KR,1,4.7,19.705,23.874,4.09,10.95,5.1
71207CYR,90027182532795,IBP,PAL,BNLS BEEF CTRY STL RIBS DROP,,32,76,40,48,258.88,350.4,0
71262RZR,90027182532641,IBP,CS,TEX ANGUS NR BNLS CHK ROAST,6KR,1,6.703,19.705,23.874,9.35,12.65,5.8
71262RZR,90027182532641,IBP,PAL,TEX ANGUS NR BNLS CHK ROAST,,24,76,40,48,224.4,303.6,0
71267RZR,90027182510502,IBP,CS,BNLS BEEF CHUCK ROAST 4PK,6KR,1,6.703,19.705,23.874,9.35,20.65,5.8
71267RZR,90027182510502,IBP,PAL,BNLS BEEF CHUCK ROAST 4PK,,24,76,40,48,224.4,303.6,0
71272HZR,90027182532658,IBP,CS,TEX ANGUS NR BNLS CHK STK 5PK,6KR,1,6.703,19.705,23.874,4.8,8.48,5.7
71272HZR,90027182532658,IBP,PAL,TEX ANGUS NR BNLS CHK STK 5PK,,24,76,40,48,115.2,203.52,0
71277HZR,90027182532801,IBP,CS,BNLS BEEF CHUCK STEAK 5PK,6KR,1,6.703,19.705,23.874,4.46,10.88,5.7
71277HZR,90027182532801,IBP,PAL,BNLS BEEF CHUCK STEAK 5PK,,24,76,40,48,107.04,189.12,0
71282DZR,90027182532665,IBP,CS,TEX ANGUS NR BNLS SHOULDER RST,6KR,1,6.703,19.705,23.874,1.78,15.23,5.6
71282DZR,90027182532665,IBP,PAL,TEX ANGUS NR BNLS SHOULDER RST,,24,76,40,48,234.72,365.52,0
71287DZR,90027182532818,IBP,CS,BNLS BF CHUCK SHLDR RST 5PK,6KR,1,6.703,19.705,23.874,6.68,12.82,5.6
71287DZR,90027182532818,IBP,PAL,BNLS BF CHUCK SHLDR RST 5PK,,24,76,40,48,227.52,307.68,0
71544CYP,90027182548635,IBP,CS,BEEF SHANK,4WAL,1,4.7,19.705,23.874,4.08,5.52,4.8
71544CYP,90027182548635,IBP,PAL,BEEF SHANK,,64,76,40,48,261.12,353.28,0
71666AYP,90027182546051,IBP,CS,CHOICE FLAT IRON STEAK,4WAL,1,4.953,19.705,23.874,1.4,5,0
71666AYP,90027182546051,IBP,PAL,CHOICE FLAT IRON STEAK,,64,76,40,48,192,320,0
71743CYP,90027182548888,IBP,CS,SHORT RIBS,4WAL,1,4.953,19.705,23.874,1.2,14,5
71743CYP,90027182548888,IBP,PAL,SHORT RIBS,,64,76,40,48,567.68,768,0
717533YP,90027182548895,IBP,CS,FLANKEN STYLE,4WAL,1,4.7,19.705,23.874,6.69,9.05,4.9
717533YP,90027182548895,IBP,PAL,FLANKEN STYLE,,64,76,40,48,428.16,579.2,0
717633YP,90027182548918,IBP,CS,FLANKEN STYLE THN,4WAL,1,4.953,19.705,23.874,1,35.4,4.9
717633YP,90027182548918,IBP,PAL,FLANKEN STYLE THN,,64,76,40,48,356.48,2266.56,0
71817DYR,90027182532825,IBP,CS,BNLS BF CUBED CHOICE STEAK 8PK,4KR,1,4.7,19.705,23.874,5.1,6.9,5.3
71817DYR,90027182532825,IBP,PAL,BNLS BF CUBED CHOICE STEAK 8PK,,32,76,40,48,163.2,220.8,0
71817HYR,20011110645023,IBP,CS,BNLS BF CHK SHLDR STK FAM 4PK,4KR,1,4.7,19.705,23.874,5.14,9.66,5.1
71817HYR,20011110645023,IBP,PAL,BNLS BF CHK SHLDR STK FAM 4PK,,32,76,40,48,228.48,309.12,0
71866MZP,90027182548833,IBP,CS,CHOICE CHUCK ROAST,6WAL,1,3.603,19.705,23.874,6.05,16.3,5.6
71866MZP,90027182548833,IBP,PAL,CHOICE CHUCK ROAST,,44,76,40,48,495,629.2,0
71886MZP,90027182548338,IBP,CS,CHOICE CHUCK ROAST,6WAL,1,3.603,19.705,23.874,10,17,5.7
71886MZP,90027182548338,IBP,PAL,CHOICE CHUCK ROAST,,44,76,40,48,572,748,0
71913MYP,90027182548215,IBP,CS,CHUCK ROAST,4WAL,1,4.953,19.705,23.874,9.25,14.55,4.9
71913MYP,90027182548215,IBP,PAL,CHUCK ROAST,,64,76,40,48,720,931.2,0
71923WZP,90027182548727,IBP,CS,CHUCK TENDER ROAST,6WAL,1,3.603,19.705,23.874,7.19,17.49,5.8
71923WZP,90027182548727,IBP,PAL,CHUCK TENDER ROAST,,44,76,40,48,536.36,725.56,0
720033YP,90027182548239,IBP,CS,RIBEYE STEAK LARGE,4WAL,1,4.953,19.705,23.874,1,17,4.9
720033YP,90027182548239,IBP,PAL,RIBEYE STEAK LARGE,,64,76,40,48,365.44,494.72,0
720063YP,90027182576133,IBP,CS,CHOICE RIBEYE STEAK,4WAL,1,4.953,19.705,23.874,1,23,4.8
720063YP,90027182576133,IBP,PAL,CHOICE RIBEYE STEAK,,64,76,40,48,374.4,506.24,0
72007HYR,10011110645545,IBP,CS,BNLS BEEF RIBEYE STK FAM 4PK,4KR,1,4.7,19.705,23.874,6.22,11.12,5.1
72007HYR,10011110645545,IBP,PAL,BNLS BEEF RIBEYE STK FAM 4PK,,32,76,40,48,263.04,355.84,0
72016EYP,90027182546020,IBP,CS,CHOICE RIBEYE STEAK BONE IN,4WAL,1,4.7,19.705,23.874,2.62,6.25,4.8
72016EYP,90027182546020,IBP,PAL,CHOICE RIBEYE STEAK BONE IN,,64,76,40,48,295.68,400,0
72024HZR,90027182532962,IBP,CS,BNLS BEEF RIBEYE STEAKS 8PK,6KR,1,6.703,19.705,23.874,9.38,12.7,6.3
72024HZR,90027182532962,IBP,PAL,BNLS BEEF RIBEYE STEAKS 8PK,,24,76,40,48,225.12,304.8,0
72027NYR,90027182532832,IBP,CS,BNLS BEEF RIBEYE STK FAM 3PK,4KR,1,4.7,19.705,23.874,6.17,8.35,4.9
72027NYR,90027182532832,IBP,PAL,BNLS BEEF RIBEYE STK FAM 3PK,,32,76,40,48,197.44,267.2,0
72076NYP,90027182548710,IBP,CS,CHOICE RIBEYE FAMILY 3PK,4WAL,1,4.953,19.705,23.874,1.8,18,4.7
72076NYP,90027182548710,IBP,PAL,CHOICE RIBEYE FAMILY 3PK,,64,76,40,48,371.2,501.76,0
720963YP,90027182574658,IBP,CS,RIBEYE SHAVED STEAK,4WAL,1,4.7,19.705,23.874,1.1,10,4.9
720963YP,90027182574658,IBP,PAL,RIBEYE SHAVED STEAK,,64,76,40,48,134.4,224,0
72104HZR,90011110628834,IBP,CS,BNLS BEEF RIBEYE STK THIN 8PK,6KR,1,6.703,19.705,23.874,1.72,13.16,6.1
72104HZR,90011110628834,IBP,PAL,BNLS BEEF RIBEYE STK THIN 8PK,,24,76,40,48,233.28,315.84,0
721063YP,90027182584800,IBP,CS,CHOICE RIBEYE THIN,4WAL,1,4.7,19.705,23.874,1,7,4.9
721063YP,90027182584800,IBP,PAL,CHOICE RIBEYE THIN,,64,76,40,48,192.64,261.12,0
72107HYR,20011110645108,IBP,CS,BNLS BF RIBEYE STK THIN FAM PK,4KR,1,4.7,19.705,23.874,5.44,7.36,5.1
72107HYR,20011110645108,IBP,PAL,BNLS BF RIBEYE STK THIN FAM PK,,32,76,40,48,174.08,235.52,0
72107NYR,90027182532849,IBP,CS,BNLS BF RIBEYE STK THIN FAM PK,4KR,1,4.7,19.705,23.874,1.08,10.52,4.9
72107NYR,90027182532849,IBP,PAL,BNLS BF RIBEYE STK THIN FAM PK,,32,76,40,48,130.56,176.64,0
72142AYR,90027182532696,IBP,CS,TX ANGUS NR BNLS RIBEYE STK 8P,4KR,1,4.7,19.705,23.874,2.12,8.28,5.1
72142AYR,90027182532696,IBP,PAL,TX ANGUS NR BNLS RIBEYE STK 8P,,32,76,40,48,195.84,264.96,0
72146AYP,90027182555305,IBP,CS,CHOICE RIBEYE THICK,4WAL,1,4.7,19.705,23.874,6.12,8.28,4.9
72146AYP,90027182555305,IBP,PAL,CHOICE RIBEYE THICK,,64,76,40,48,391.68,529.92,0
72147AYR,10011110640847,IBP,CS,BNLS BF RIBEYE STK CHOICE 6PK,4KR,1,4.7,19.705,23.874,4.59,6.21,5
72147AYR,10011110640847,IBP,PAL,BNLS BF RIBEYE STK CHOICE 6PK,,32,76,40,48,146.88,198.72,0
72147AZR,90011110634873,IBP,CS,***S BEEF RIBEYE STEAK 12PK,6KR,1,6.703,19.705,23.874,9.18,12.42,6.2
72147AZR,90011110634873,IBP,PAL,***S BEEF RIBEYE STEAK 12PK,,24,76,40,48,220.32,298.08,0
721493YP,90027182541483,IBP,CS,PRIME RIBEYE STEAK LG,4WAL,1,4.7,19.705,23.874,1.66,10.02,4.9
721493YP,90027182541483,IBP,PAL,PRIME RIBEYE STEAK LG,,64,76,40,48,426.24,577.28,0
72149AYP,90027182547089,IBP,CS,PRIME RIBEYE STEAK,4WAL,1,4.953,19.705,23.874,2.83,9.18,4.9
72149AYP,90027182547089,IBP,PAL,PRIME RIBEYE STEAK,,64,76,40,48,245.12,331.52,0
72573WYP,90027182548666,IBP,CS,MEATY BACK RIBS,4WAL,1,4.953,19.705,23.874,3.43,24.79,4.9
72573WYP,90027182548666,IBP,PAL,MEATY BACK RIBS,,64,76,40,48,411.52,556.16,0
72826NZP,90027182574108,IBP,CS,CHOICE RIBEYE TOMAHWK,6WAL,1,3.603,19.705,23.874,1.75,10.77,5.5
72826NZP,90027182574108,IBP,PAL,CHOICE RIBEYE TOMAHWK,,44,76,40,48,253,341.88,0
73002HYR,90810663007147,IBP,CS,TX ANGUS NR BNLS SKIRT FAM 4PK,4KR,1,4.7,19.705,23.874,7.14,10.5,5.1
73002HYR,90810663007147,IBP,PAL,TX ANGUS NR BNLS SKIRT FAM 4PK,,32,76,40,48,228.48,336,0
73002KYR,90027182532702,IBP,CS,TX ANGUS NR BNLS INSIDE SKIRT,4KR,1,4.7,19.705,23.874,3.57,5.25,5.1
73002KYR,90027182532702,IBP,PAL,TX ANGUS NR BNLS INSIDE SKIRT,,32,76,40,48,114.24,168,0
73002NYR,90027182532719,IBP,CS,TX ANGUS NR BNLS SKIRT FAM 3PK,4KR,1,4.7,19.705,23.874,5.36,10,4.9
73002NYR,90027182532719,IBP,PAL,TX ANGUS NR BNLS SKIRT FAM 3PK,,32,76,40,48,171.52,320,0
73003MYP,90027182548307,IBP,CS,SKIRT STEAK,4WAL,1,4.953,19.705,23.874,2.1,8.9,5
73003MYP,90027182548307,IBP,PAL,SKIRT STEAK,,64,76,40,48,326.4,441.6,0
74006DYP,90027182555473,IBP,CS,CHOICE NY STRIP,4WAL,1,4.953,19.705,23.874,2,11.54,4.9
74006DYP,90027182555473,IBP,PAL,CHOICE NY STRIP,,64,76,40,48,357.12,738.56,0
740163YP,90027182546143,IBP,CS,CHOICE PORTERHOUSE,4WAL,1,4.953,19.705,23.874,1.42,8.98,5
740163YP,90027182546143,IBP,PAL,CHOICE PORTERHOUSE,,64,76,40,48,282.88,382.72,0
740263YP,90027182546150,IBP,CS,CHOICE T-BONE STEAK,4WAL,1,4.953,19.705,23.874,1.1,10.9,5
740263YP,90027182546150,IBP,PAL,CHOICE T-BONE STEAK,,64,76,40,48,250.24,338.56,0
74032DYR,90027182532726,IBP,CS,TX ANGUS BNLS TOP SRLN STK 5PK,4KR,1,4.7,19.705,23.874,3.61,7.89,4.9
74032DYR,90027182532726,IBP,PAL,TX ANGUS BNLS TOP SRLN STK 5PK,,32,76,40,48,115.52,156.48,0
74036CYP,90027182574757,IBP,CS,CHOICE TOP SIRLOIN STEAK 4PK,4WAL,1,4.7,19.705,23.874,2.4,10.6,4.8
74036CYP,90027182574757,IBP,PAL,CHOICE TOP SIRLOIN STEAK 4PK,,64,76,40,48,153.6,358.4,0
74037DYR,90011110634866,IBP,CS,BNLS BEEF TOP SIRLOIN STK 4PK,4KR,1,4.7,19.705,23.874,3.2,4.32,5
74037DYR,90011110634866,IBP,PAL,BNLS BEEF TOP SIRLOIN STK 4PK,,32,76,40,48,102.4,138.24,0
74046WYP,90027182541520,IBP,CS,CHOICE FILET MIGNON FAM PK,4WAL,1,4.7,19.705,23.874,6.4,12,4.9
74046WYP,90027182541520,IBP,PAL,CHOICE FILET MIGNON FAM PK,,64,76,40,48,409.6,768,0
74046YYP,90027182556586,IBP,CS,CH FILET MIGNON,4WAL,1,4.953,19.705,23.874,0.6,3,4.8
74046YYP,90027182556586,IBP,PAL,CH FILET MIGNON,,64,76,40,48,128,192,0
74053EYP,90027182548352,IBP,CS,CUBE STEAK,4WAL,1,4.953,19.705,23.874,4,9,5.1
74053EYP,90027182548352,IBP,PAL,CUBE STEAK,,64,76,40,48,384,576,0
74053HYP,90027182548369,IBP,CS,CUBED STEAK FAMILY PACK,4WAL,1,4.953,19.705,23.874,5,11.9,5.1
74053HYP,90027182548369,IBP,PAL,CUBED STEAK FAMILY PACK,,64,76,40,48,537.6,691.2,0
74066DYP,90027182574764,IBP,CS,TOP SIRLOIN STEAK FAMILY PACK,4WAL,1,4.7,19.705,23.874,2.8,8,4.9
74066DYP,90027182574764,IBP,PAL,TOP SIRLOIN STEAK FAMILY PACK,,64,76,40,48,307.2,512,0
74096HYP,90027182541605,IBP,CS,BEEF TOP LOIN STEAK SHAVED,4WAL,1,4.7,19.705,23.874,3.91,5.29,4.9
74096HYP,90027182541605,IBP,PAL,BEEF TOP LOIN STEAK SHAVED,,64,76,40,48,250.24,338.56,0
74104HZR,90011110628841,IBP,CS,BNLS BF TOP LN STRIP STK 8PK,6KR,1,6.703,19.705,23.874,2,9.66,6.1
74104HZR,90011110628841,IBP,PAL,BNLS BF TOP LN STRIP STK 8PK,,24,76,40,48,171.36,231.84,0
74106EYP,90027182557170,IBP,CS,CHOICE NY STRIP THIN,4WAL,1,4.953,19.705,23.874,1,8.87,4.8
74106EYP,90027182557170,IBP,PAL,CHOICE NY STRIP THIN,,64,76,40,48,192,811.68,0
74142AYR,90027182532740,IBP,CS,TX ANGUS NR BNLS TOP STRIP STK,4KR,1,4.7,19.705,23.874,1.2,6.44,5.1
74142AYR,90027182532740,IBP,PAL,TX ANGUS NR BNLS TOP STRIP STK,,32,76,40,48,134.4,206.08,0
74146AYP,90027182557279,IBP,CS,CHOICE NY STRIP STEAK THICK,4WAL,1,4.7,19.705,23.874,4.68,6.33,4.9
74146AYP,90027182557279,IBP,PAL,CHOICE NY STRIP STEAK THICK,,64,76,40,48,299.52,405.12,0
74147AYR,10011110640595,IBP,CS,BNLS BF TOP LN STRIP STK 6PK,4KR,1,4.7,19.705,23.874,3.15,4.83,5
74147AYR,10011110640595,IBP,PAL,BNLS BF TOP LN STRIP STK 6PK,,32,76,40,48,100.8,154.56,0
74147AZR,90011110634880,IBP,CS,***S BF TOP LN STRIP STK 12PK,6KR,1,6.703,19.705,23.874,6.3,9.66,6.2
74147AZR,90011110634880,IBP,PAL,***S BF TOP LN STRIP STK 12PK,,24,76,40,48,151.2,231.84,0
741493YP,90027182541506,IBP,CS,PRIME NY STRIP LG,4WAL,1,4.7,19.705,23.874,1.61,9.59,4.9
741493YP,90027182541506,IBP,PAL,PRIME NY STRIP LG,,64,76,40,48,359.04,485.76,0
74149AYP,90027182547096,IBP,CS,PRIME NY STRIP,4WAL,1,4.953,19.705,23.874,2,7,4.9
74149AYP,90027182547096,IBP,PAL,PRIME NY STRIP,,64,76,40,48,181.12,245.12,0
74276HYP,90027182546044,IBP,CS,CHOICE NY STRIP FAMILY PACK,4WAL,1,4.953,19.705,23.874,3.7,13,0
74276HYP,90027182546044,IBP,PAL,CHOICE NY STRIP FAMILY PACK,,64,76,40,48,559.36,832,0
74302NYR,90027182532757,IBP,CS,TX ANGUS NR BNLS TOP STRIP STK,4KR,1,4.7,19.705,23.874,7.65,10.35,4.9
74302NYR,90027182532757,IBP,PAL,TX ANGUS NR BNLS TOP STRIP STK,,32,76,40,48,244.8,331.2,0
74302NZR,90027182532474,IBP,CS,TX ANGUS NR BNLS TOP STRIP STK,6KR,1,6.703,19.705,23.874,9.18,12.42,5.9
74302NZR,90027182532474,IBP,PAL,TX ANGUS NR BNLS TOP STRIP STK,,24,76,40,48,220.32,298.08,0
74307HYR,10011110645552,IBP,CS,BNLS BF TOP LN STRIP STK 4PK,4KR,1,4.7,19.705,23.874,6.8,13.2,5.1
74307HYR,10011110645552,IBP,PAL,BNLS BF TOP LN STRIP STK 4PK,,32,76,40,48,217.6,294.4,0
74307NYR,90027182532887,IBP,CS,BNLS BF TOP LN STRIP STK 3PK,4KR,1,4.7,19.705,23.874,7.65,10.35,4.9
74307NYR,90027182532887,IBP,PAL,BNLS BF TOP LN STRIP STK 3PK,,32,76,40,48,244.8,331.2,0
74326NYP,90027182548277,IBP,CS,CHOICE T-BONE STEAK FAMILY PK,4WAL,1,4.953,19.705,23.874,1.1,14.37,4.8
74326NYP,90027182548277,IBP,PAL,CHOICE T-BONE STEAK FAMILY PK,,64,76,40,48,301.44,407.68,0
74346AYP,90027182546082,IBP,CS,CHOICE PETITE FILET MIGNON,4WAL,1,4.953,19.705,23.874,2,5,0
74346AYP,90027182546082,IBP,PAL,CHOICE PETITE FILET MIGNON,,64,76,40,48,153.6,230.4,0
74506MYP,90027182555084,IBP,CS,BOTTOM LOIN SLN FLAP 5PK,4WAL,1,4.7,19.705,23.874,6.25,10,4.9
74506MYP,90027182555084,IBP,PAL,BOTTOM LOIN SLN FLAP 5PK,,64,76,40,48,400,640,0
74646JYP,90027182546099,IBP,CS,CHOICE SIRLOIN TENDER STEAK,4WAL,1,4.953,19.705,23.874,2,8,0
74646JYP,90027182546099,IBP,PAL,CHOICE SIRLOIN TENDER STEAK,,64,76,40,48,384,512,0
74677HYR,20011110638711,IBP,CS,BNLS BF TOP SIRLOIN PETITE STK,4KR,1,4.7,19.705,23.874,6.14,9.66,5.1
74677HYR,20011110638711,IBP,PAL,BNLS BF TOP SIRLOIN PETITE STK,,32,76,40,48,228.48,309.12,0
74677NYR,90027182510588,IBP,CS,BNLS BF TOP SIRLOIN PETITE STK,4KR,1,4.7,19.705,23.874,7.52,10.18,4.9
74677NYR,90027182510588,IBP,PAL,BNLS BF TOP SIRLOIN PETITE STK,,32,76,40,48,240.64,325.76,0
74691HYR,10011110645606,IBP,CS,BNLS BF FLAP MEAT STEAKS,4KR,1,4.7,19.705,23.874,5.1,10.5,5.1
74691HYR,10011110645606,IBP,PAL,BNLS BF FLAP MEAT STEAKS,,32,76,40,48,163.2,336,0
74691NZR,00404048051763,IBP,CS,BNLS BF FLAP MEAT STEAKS,6KR,1,6.703,19.705,23.874,5.1,10.5,5.8
74691NZR,00404048051763,IBP,PAL,BNLS BF FLAP MEAT STEAKS,,24,76,40,48,122.4,252,0
74706CYP,90027182546105,IBP,CS,CHOICE SIRLOIN KABOB,4WAL,1,4.7,19.705,23.874,3,5,4.8
74706CYP,90027182546105,IBP,PAL,CHOICE SIRLOIN KABOB,,64,76,40,48,192,320,0
74866HYP,90027182557545,IBP,CS,CHOICE TRI TIP ROAST,4WAL,1,4.7,19.705,23.874,1.5,11.56,4.9
74866HYP,90027182557545,IBP,PAL,CHOICE TRI TIP ROAST,,64,76,40,48,546.56,739.84,0
74926CYP,90027182546983,IBP,CS,CHOICE SIRLOIN STEAK STRIPS,4WAL,1,4.7,19.705,23.874,3.4,5.6,4.8
74926CYP,90027182546983,IBP,PAL,CHOICE SIRLOIN STEAK STRIPS,,64,76,40,48,217.6,294.4,0
75152KYR,90027182532764,IBP,CS,TX ANGUS NR BNLS FLANK STK 6PK,4KR,1,4.7,19.705,23.874,8.01,10.83,5.1
75152KYR,90027182532764,IBP,PAL,TX ANGUS NR BNLS FLANK STK 6PK,,32,76,40,48,256.32,346.56,0
75156DYP,90027182548963,IBP,CS,CHOICE FLANK STEAK 6PK,4WAL,1,4.953,19.705,23.874,1.59,18.97,5
75156DYP,90027182548963,IBP,PAL,CHOICE FLANK STEAK 6PK,,64,76,40,48,613.76,830.08,0
76003IYP,90027182548024,IBP,CS,ROUND STEAK,4WAL,1,4.953,19.705,23.874,4.22,16.42,5.1
76003IYP,90027182548024,IBP,PAL,ROUND STEAK,,64,76,40,48,398.08,538.88,0
76043JYP,90027182548758,IBP,CS,EYE ROUND STEAK LARGE,4WAL,1,4.953,19.705,23.874,2,6.29,4.9
76043JYP,90027182548758,IBP,PAL,EYE ROUND STEAK LARGE,,64,76,40,48,128,338.56,0
76044LZR,90027182531736,IBP,CS,BNLS EYE RND STK 8PK,6KR,1,6.703,19.705,23.874,6.87,9.29,6
76044LZR,90027182531736,IBP,PAL,BNLS EYE RND STK 8PK,,24,76,40,48,164.88,222.96,0
76047HYR,20011110645047,IBP,CS,BNLS EYE OF RND STK FAMILY 4PK,4KR,1,4.7,19.705,23.874,9.35,12.65,5.1
76047HYR,20011110645047,IBP,PAL,BNLS EYE OF RND STK FAMILY 4PK,,32,76,40,48,299.2,404.8,0
76047LZR,90027182531743,IBP,CS,BNLS EYE RND STK 8PK,6KR,1,6.703,19.705,23.874,6.87,9.29,6
76047LZR,90027182531743,IBP,PAL,BNLS EYE RND STK 8PK,,24,76,40,48,164.88,222.96,0
76053JYP,90027182548475,IBP,CS,EYE OF ROUND THIN,4WAL,1,4.953,19.705,23.874,2,10,5
76053JYP,90027182548475,IBP,PAL,EYE OF ROUND THIN,,64,76,40,48,421.12,869.6,0
76057HYR,20011110645054,IBP,CS,BNLS BF EYE RND THIN STK 4PK,4KR,1,4.7,19.705,23.874,5.95,8.05,5.1
76057HYR,20011110645054,IBP,PAL,BNLS BF EYE RND THIN STK 4PK,,32,76,40,48,190.4,257.6,0
76057NZR,90027182531170,IBP,CS,***91 BF EYE RND STK 6PK,6KR,1,6.703,19.705,23.874,9.13,12.35,6.2
76057NZR,90027182531170,IBP,PAL,***91 BF EYE RND STK 6PK,,24,76,40,48,219.12,296.4,0
76073GYP,90027182548482,IBP,CS,SIRLOIN TIP FOR MILANESA,4WAL,1,4.953,19.705,23.874,2.1,7.45,5
76073GYP,90027182548482,IBP,PAL,SIRLOIN TIP FOR MILANESA,,64,76,40,48,352.64,476.8,0
76074HYR,10011110645064,IBP,CS,BNLS BF SIRLOIN TIP THIN STK,4KR,1,4.7,19.705,23.874,6.29,9.25,5.1
76074HYR,10011110645064,IBP,PAL,BNLS BF SIRLOIN TIP THIN STK,,32,76,40,48,201.28,296,0
76074NZR,00404048051756,IBP,CS,***S BEEF SIRLOIN TIP STEAK,6KR,1,6.703,19.705,23.874,6.29,9.25,5.9
76074NZR,00404048051756,IBP,PAL,***S BEEF SIRLOIN TIP STEAK,,24,76,40,48,150.96,222,0
